episode,total_reward,total_fuel,avg_queue,avg_wait,avg_pressure,avg_delta_q,avg_delta_w,teleports,epsilon,avg_td_loss
175,-5782.321063392578,52083402.308579564,42.335,98.55992572938217,3.3067500000000023,-0.08582974783009996,-0.10007278978400645,0,0.14676390503592945,8.749621419906616
176,-6309.111652928567,49342828.020836145,46.825,105.31993235257559,3.285249999999996,-0.08239909940897482,-0.10182276760654646,0,0.14676390503592945,9.102955917716026
177,-5686.95576364824,54525169.703932576,42.0925,94.42272862598617,3.1413749999999907,-0.07280845186182452,-0.07986112001504973,0,0.14676390503592945,10.100076584815978
178,-6049.686343149958,47569921.205496706,44.97,134.257929649769,3.084000000000018,-0.07167817970791855,-0.11002875725148925,0,0.14676390503592945,9.408702046573161
179,-4628.371134154729,50185818.28917143,33.165,60.01766345470177,2.85375,-0.08394539368651778,-0.10603096474442245,0,0.14676390503592945,9.701385133862495
180,-4765.666722491336,50122763.344883285,34.38,74.450349188469,2.8440000000000007,-0.08070599111769548,-0.10321774253434299,0,0.14676390503592945,10.094398265779018
181,-4082.390922831741,49689169.23125576,29.3325,56.25808332141089,2.6463749999999964,-0.06750571423165762,-0.07701783124806628,0,0.14676390503592945,9.14287162810564
182,-5528.080027590292,50541519.09058362,40.4275,76.50495871666989,3.1376250000000043,-0.08132389130607769,-0.10135455964984409,0,0.14676390503592945,9.280454653799534
183,-5949.226631424535,48932889.10585869,43.9925,102.11478208806206,3.1038749999999937,-0.08347651599331542,-0.10290196412189405,0,0.14676390503592945,9.949631505012512
184,-5234.481200422733,51507643.96347231,37.98,89.21877308444684,2.9915000000000047,-0.0855516975409362,-0.11042846031355243,0,0.14676390503592945,9.24648981153965
185,-5368.723704665164,50644206.928674065,39.67,91.6362840961233,3.077500000000003,-0.0648486344435083,-0.08257489221599591,0,0.14676390503592945,8.400285892486572
186,-4166.951682375742,53392179.44172299,29.6325,71.93676401841098,2.5386250000000006,-0.08600984958983847,-0.10038837459379422,0,0.14676390503592945,9.604835217893124
187,-4895.616315716498,49326825.98625285,35.595,67.93016077225585,2.793499999999995,-0.0819774536690225,-0.09755811412930752,0,0.14676390503592945,8.829964942634106
188,-5250.282060325412,52245555.24343705,38.3225,92.09176469171791,2.918375,-0.08669838836233705,-0.0977664277130137,0,0.14676390503592945,9.172599853873253
189,-4991.081059066358,49284343.924149945,36.655,71.68544011161505,2.944249999999998,-0.06494737685646683,-0.08365289115030486,0,0.14676390503592945,9.701152564883232
190,-5115.351613944412,49702626.4901622,37.3925,89.31938123562676,2.883875000000018,-0.07634445398422192,-0.09944109143949192,0,0.14676390503592945,9.03296511888504
191,-4937.0707931488105,52913372.32363717,35.76,86.41222704531344,2.918249999999998,-0.08214671411837651,-0.08973742750837375,0,0.14676390503592945,9.01129740267992
192,-6668.8499656905215,50140928.54963147,49.8025,107.34496232875786,3.474874999999987,-0.0741969727430123,-0.09557216089937509,0,0.14676390503592945,9.791424493789673
193,-4765.410886701597,48659472.99615606,34.4975,63.47638355942689,2.9081250000000023,-0.07804716681876146,-0.08385523695841002,0,0.14676390503592945,8.620480543375015
194,-4918.399383968995,54349085.237995975,35.7925,103.08297838646163,2.737124999999989,-0.07999714711125618,-0.10392202920149382,0,0.14676390503592945,9.55588802576065
195,-4596.532116666322,56127424.64945296,32.94,74.65600535017897,2.8669999999999916,-0.08805687381784462,-0.08903277348583406,0,0.14676390503592945,9.39758017808199
196,-5818.685406789898,47704746.29393701,43.3925,91.38713660146827,3.0191250000000163,-0.06892069660484144,-0.09411640126561377,0,0.14676390503592945,9.956562798917293
197,-5971.705818753342,51246702.65538244,44.4675,106.63201309010071,3.09337500000001,-0.07105291250526778,-0.09072727868783881,0,0.14676390503592945,9.5442555975914
198,-5231.481323634019,52041175.66379823,38.475,77.07703041743407,2.9797500000000072,-0.06935607458429989,-0.08769151151880854,0,0.14676390503592945,9.183484331965447
199,-5728.4304486966275,48537247.616206154,42.8325,91.15520868023958,3.0733750000000004,-0.05514763283971364,-0.08456363274939002,0,0.14676390503592945,10.391951661109925
